 -3	 -0.14112	
 -2.99399	 -0.147063	
 -2.98799	 -0.153001	
 -2.98198	 -0.158934	
 -2.97598	 -0.164861	
 -2.96997	 -0.170781	
 -2.96396	 -0.176696	
 -2.95796	 -0.182604	
 -2.95195	 -0.188506	
 -2.94595	 -0.194401	
 -2.93994	 -0.200289	
 -2.93393	 -0.206169	
 -2.92793	 -0.212043	
 -2.92192	 -0.217908	
 -2.91592	 -0.223766	
 -2.90991	 -0.229616	
 -2.9039	 -0.235457	
 -2.8979	 -0.24129	
 -2.89189	 -0.247114	
 -2.88589	 -0.252929	
 -2.87988	 -0.258735	
 -2.87387	 -0.264532	
 -2.86787	 -0.270319	
 -2.86186	 -0.276097	
 -2.85586	 -0.281864	
 -2.84985	 -0.287622	
 -2.84384	 -0.293369	
 -2.83784	 -0.299105	
 -2.83183	 -0.304831	
 -2.82583	 -0.310545	
 -2.81982	 -0.316249	
 -2.81381	 -0.321941	
 -2.80781	 -0.327621	
 -2.8018	 -0.33329	
 -2.7958	 -0.338946	
 -2.78979	 -0.344591	
 -2.78378	 -0.350223	
 -2.77778	 -0.355842	
 -2.77177	 -0.361448	
 -2.76577	 -0.367042	
 -2.75976	 -0.372622	
 -2.75375	 -0.378189	
 -2.74775	 -0.383742	
 -2.74174	 -0.389281	
 -2.73574	 -0.394806	
 -2.72973	 -0.400317	
 -2.72372	 -0.405814	
 -2.71772	 -0.411296	
 -2.71171	 -0.416763	
 -2.70571	 -0.422215	
 -2.6997	 -0.427651	
 -2.69369	 -0.433073	
 -2.68769	 -0.438478	
 -2.68168	 -0.443868	
 -2.67568	 -0.449242	
 -2.66967	 -0.4546	
 -2.66366	 -0.459941	
 -2.65766	 -0.465266	
 -2.65165	 -0.470574	
 -2.64565	 -0.475865	
 -2.63964	 -0.481139	
 -2.63363	 -0.486395	
 -2.62763	 -0.491634	
 -2.62162	 -0.496855	
 -2.61562	 -0.502058	
 -2.60961	 -0.507243	
 -2.6036	 -0.51241	
 -2.5976	 -0.517558	
 -2.59159	 -0.522688	
 -2.58559	 -0.527799	
 -2.57958	 -0.532891	
 -2.57357	 -0.537963	
 -2.56757	 -0.543016	
 -2.56156	 -0.54805	
 -2.55556	 -0.553064	
 -2.54955	 -0.558058	
 -2.54354	 -0.563031	
 -2.53754	 -0.567985	
 -2.53153	 -0.572918	
 -2.52553	 -0.57783	
 -2.51952	 -0.582721	
 -2.51351	 -0.587592	
 -2.50751	 -0.592441	
 -2.5015	 -0.597269	
 -2.4955	 -0.602075	
 -2.48949	 -0.606859	
 -2.48348	 -0.611622	
 -2.47748	 -0.616363	
 -2.47147	 -0.621081	
 -2.46547	 -0.625777	
 -2.45946	 -0.63045	
 -2.45345	 -0.635101	
 -2.44745	 -0.639729	
 -2.44144	 -0.644333	
 -2.43544	 -0.648915	
 -2.42943	 -0.653473	
 -2.42342	 -0.658007	
 -2.41742	 -0.662518	
 -2.41141	 -0.667005	
 -2.40541	 -0.671467	
 -2.3994	 -0.675906	
 -2.39339	 -0.68032	
 -2.38739	 -0.68471	
 -2.38138	 -0.689075	
 -2.37538	 -0.693415	
 -2.36937	 -0.69773	
 -2.36336	 -0.702019	
 -2.35736	 -0.706284	
 -2.35135	 -0.710523	
 -2.34535	 -0.714737	
 -2.33934	 -0.718924	
 -2.33333	 -0.723086	
 -2.32733	 -0.727222	
 -2.32132	 -0.731331	
 -2.31532	 -0.735414	
 -2.30931	 -0.73947	
 -2.3033	 -0.7435	
 -2.2973	 -0.747503	
 -2.29129	 -0.751479	
 -2.28529	 -0.755428	
 -2.27928	 -0.75935	
 -2.27327	 -0.763244	
 -2.26727	 -0.767111	
 -2.26126	 -0.77095	
 -2.25526	 -0.774761	
 -2.24925	 -0.778545	
 -2.24324	 -0.7823	
 -2.23724	 -0.786027	
 -2.23123	 -0.789726	
 -2.22523	 -0.793396	
 -2.21922	 -0.797037	
 -2.21321	 -0.80065	
 -2.20721	 -0.804234	
 -2.2012	 -0.807789	
 -2.1952	 -0.811315	
 -2.18919	 -0.814811	
 -2.18318	 -0.818278	
 -2.17718	 -0.821716	
 -2.17117	 -0.825124	
 -2.16517	 -0.828502	
 -2.15916	 -0.83185	
 -2.15315	 -0.835169	
 -2.14715	 -0.838457	
 -2.14114	 -0.841715	
 -2.13514	 -0.844942	
 -2.12913	 -0.84814	
 -2.12312	 -0.851306	
 -2.11712	 -0.854442	
 -2.11111	 -0.857547	
 -2.10511	 -0.860621	
 -2.0991	 -0.863664	
 -2.09309	 -0.866676	
 -2.08709	 -0.869656	
 -2.08108	 -0.872605	
 -2.07508	 -0.875523	
 -2.06907	 -0.878409	
 -2.06306	 -0.881264	
 -2.05706	 -0.884086	
 -2.05105	 -0.886877	
 -2.04505	 -0.889636	
 -2.03904	 -0.892363	
 -2.03303	 -0.895057	
 -2.02703	 -0.89772	
 -2.02102	 -0.900349	
 -2.01502	 -0.902947	
 -2.00901	 -0.905512	
 -2.003	 -0.908044	
 -1.997	 -0.910543	
 -1.99099	 -0.91301	
 -1.98498	 -0.915443	
 -1.97898	 -0.917844	
 -1.97297	 -0.920211	
 -1.96697	 -0.922545	
 -1.96096	 -0.924846	
 -1.95495	 -0.927114	
 -1.94895	 -0.929348	
 -1.94294	 -0.931549	
 -1.93694	 -0.933716	
 -1.93093	 -0.935849	
 -1.92492	 -0.937949	
 -1.91892	 -0.940015	
 -1.91291	 -0.942047	
 -1.90691	 -0.944045	
 -1.9009	 -0.946008	
 -1.89489	 -0.947938	
 -1.88889	 -0.949834	
 -1.88288	 -0.951695	
 -1.87688	 -0.953522	
 -1.87087	 -0.955314	
 -1.86486	 -0.957073	
 -1.85886	 -0.958796	
 -1.85285	 -0.960485	
 -1.84685	 -0.962139	
 -1.84084	 -0.963759	
 -1.83483	 -0.965344	
 -1.82883	 -0.966894	
 -1.82282	 -0.968409	
 -1.81682	 -0.969889	
 -1.81081	 -0.971335	
 -1.8048	 -0.972745	
 -1.7988	 -0.97412	
 -1.79279	 -0.97546	
 -1.78679	 -0.976765	
 -1.78078	 -0.978034	
 -1.77477	 -0.979268	
 -1.76877	 -0.980467	
 -1.76276	 -0.981631	
 -1.75676	 -0.982759	
 -1.75075	 -0.983852	
 -1.74474	 -0.984909	
 -1.73874	 -0.985931	
 -1.73273	 -0.986917	
 -1.72673	 -0.987867	
 -1.72072	 -0.988782	
 -1.71471	 -0.989662	
 -1.70871	 -0.990505	
 -1.7027	 -0.991313	
 -1.6967	 -0.992085	
 -1.69069	 -0.992821	
 -1.68468	 -0.993522	
 -1.67868	 -0.994186	
 -1.67267	 -0.994815	
 -1.66667	 -0.995408	
 -1.66066	 -0.995965	
 -1.65465	 -0.996486	
 -1.64865	 -0.996971	
 -1.64264	 -0.99742	
 -1.63664	 -0.997833	
 -1.63063	 -0.99821	
 -1.62462	 -0.998552	
 -1.61862	 -0.998857	
 -1.61261	 -0.999126	
 -1.60661	 -0.999359	
 -1.6006	 -0.999556	
 -1.59459	 -0.999717	
 -1.58859	 -0.999842	
 -1.58258	 -0.999931	
 -1.57658	 -0.999983	
 -1.57057	 -1	
 -1.56456	 -0.999981	
 -1.55856	 -0.999925	
 -1.55255	 -0.999834	
 -1.54655	 -0.999706	
 -1.54054	 -0.999542	
 -1.53453	 -0.999343	
 -1.52853	 -0.999107	
 -1.52252	 -0.998835	
 -1.51652	 -0.998527	
 -1.51051	 -0.998183	
 -1.5045	 -0.997804	
 -1.4985	 -0.997388	
 -1.49249	 -0.996936	
 -1.48649	 -0.996448	
 -1.48048	 -0.995924	
 -1.47447	 -0.995365	
 -1.46847	 -0.994769	
 -1.46246	 -0.994138	
 -1.45646	 -0.99347	
 -1.45045	 -0.992767	
 -1.44444	 -0.992028	
 -1.43844	 -0.991253	
 -1.43243	 -0.990443	
 -1.42643	 -0.989597	
 -1.42042	 -0.988715	
 -1.41441	 -0.987797	
 -1.40841	 -0.986844	
 -1.4024	 -0.985855	
 -1.3964	 -0.984831	
 -1.39039	 -0.983771	
 -1.38438	 -0.982676	
 -1.37838	 -0.981545	
 -1.37237	 -0.980378	
 -1.36637	 -0.979177	
 -1.36036	 -0.97794	
 -1.35435	 -0.976668	
 -1.34835	 -0.97536	
 -1.34234	 -0.974018	
 -1.33634	 -0.97264	
 -1.33033	 -0.971227	
 -1.32432	 -0.969779	
 -1.31832	 -0.968296	
 -1.31231	 -0.966779	
 -1.30631	 -0.965226	
 -1.3003	 -0.963638	
 -1.29429	 -0.962016	
 -1.28829	 -0.960359	
 -1.28228	 -0.958668	
 -1.27628	 -0.956942	
 -1.27027	 -0.955181	
 -1.26426	 -0.953386	
 -1.25826	 -0.951556	
 -1.25225	 -0.949692	
 -1.24625	 -0.947794	
 -1.24024	 -0.945862	
 -1.23423	 -0.943896	
 -1.22823	 -0.941895	
 -1.22222	 -0.939861	
 -1.21622	 -0.937792	
 -1.21021	 -0.93569	
 -1.2042	 -0.933554	
 -1.1982	 -0.931385	
 -1.19219	 -0.929181	
 -1.18619	 -0.926945	
 -1.18018	 -0.924675	
 -1.17417	 -0.922371	
 -1.16817	 -0.920034	
 -1.16216	 -0.917664	
 -1.15616	 -0.915261	
 -1.15015	 -0.912825	
 -1.14414	 -0.910356	
 -1.13814	 -0.907854	
 -1.13213	 -0.90532	
 -1.12613	 -0.902753	
 -1.12012	 -0.900153	
 -1.11411	 -0.89752	
 -1.10811	 -0.894856	
 -1.1021	 -0.892159	
 -1.0961	 -0.88943	
 -1.09009	 -0.886669	
 -1.08408	 -0.883875	
 -1.07808	 -0.88105	
 -1.07207	 -0.878193	
 -1.06607	 -0.875305	
 -1.06006	 -0.872385	
 -1.05405	 -0.869433	
 -1.04805	 -0.86645	
 -1.04204	 -0.863436	
 -1.03604	 -0.860391	
 -1.03003	 -0.857314	
 -1.02402	 -0.854207	
 -1.01802	 -0.851069	
 -1.01201	 -0.8479	
 -1.00601	 -0.844701	
 -1	 -0.841471	
 -0.993994	 -0.838211	
 -0.987988	 -0.83492	
 -0.981982	 -0.8316	
 -0.975976	 -0.828249	
 -0.96997	 -0.824869	
 -0.963964	 -0.821459	
 -0.957958	 -0.818019	
 -0.951952	 -0.814549	
 -0.945946	 -0.811051	
 -0.93994	 -0.807523	
 -0.933934	 -0.803966	
 -0.927928	 -0.800379	
 -0.921922	 -0.796764	
 -0.915916	 -0.793121	
 -0.90991	 -0.789448	
 -0.903904	 -0.785748	
